Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.34","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","-0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","-1.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","-0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","-1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","-1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","-1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","-0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","-0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","-0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","-0.72","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","-0.41","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","-0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.71","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","1.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.96","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.89","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.94","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.77","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.96","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.98","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.48","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","-0.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","-0.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.49","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","-1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","-1.34","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","-0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","-1.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-0.79","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.96","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.85","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","-0.72","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","-1.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","-1.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","-1.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","-1.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","-1.51","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","-1.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","-1.51","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","-1.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-1.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-1.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","-1.38","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","-1.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","-0.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","-1.21","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","1.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","1.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","1.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","1.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","1.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","1.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.98","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.16","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.34","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.49","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","1.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.71","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.76","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.82","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.94","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.59","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.44","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.49","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","204","Bénin","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","204","Bénin","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.82","X","Ciffre de sources internationales",""
